"gene"	"protein_id"	"gene.y"	"product"	"Amean"	"Fstat.ANOVA"	"rawP.ANOVA"	"FDR.ANOVA"	"FC.temp.A.42vsA.37"	"rawP.temp.A.42vsA.37"	"FDR.temp.A.42vsA.37"	"FC.temp.N.42vsN.37"	"rawP.temp.N.42vsN.37"	"FDR.temp.N.42vsN.37"	"FC.nitr.A.42vsN.42"	"rawP.nitr.A.42vsN.42"	"FDR.nitr.A.42vsN.42"	"FC.nitr.A.37vsN.37"	"rawP.nitr.A.37vsN.37"	"FDR.nitr.A.37vsN.37"	"FC.both.N.42vsA.37"	"rawP.both.N.42vsA.37"	"FDR.both.N.42vsA.37"	"FC.both.A.42vsN.37"	"rawP.both.A.42vsN.37"	"FDR.both.A.42vsN.37"	"AMS.37.1"	"AMS.37.2"	"AMS.37.3"	"AMS.42.1"	"AMS.42.2"	"AMS.42.3"	"NMS.37.1"	"NMS.37.2"	"NMS.37.3"	"NMS.42.1"	"NMS.42.2"	"NMS.42.3"
"MCA_RS00830"	"WP_010959533.1"	NA	"nickel-dependent hydrogenase large subunit"	8.33806210264127	2.74546732684784	0.0935230317524065	0.151849761940604	1.38874848440327	0.582003608518889	0.740021701426638	3.58544651053482	0.0496420612653054	0.106859028969249	1.27258440774855	0.685205035820863	0.945908055795621	3.28553613225625	0.0645014933942421	0.161596849383889	1.09128202101756	0.882818844271174	0.95311552385797	4.56278332412305	0.0237713121571104	0.0526265618777488	6.62458716637929	9.87809031841106	9.34874843618145	9.63411222956976	8.89687793879533	8.74179176404011	7.01885089258355	6.50696848387918	7.17722012032174	7.01052832258513	9.50976307768487	9.7092064812638
"MCA_RS00835"	"WP_010959534.1"	NA	"hydrogenase small subunit"	7.16277638394419	4.93693195881469	0.0206995924639398	0.0518858379695283	1.94065781334821	0.236313044645353	0.457498501056599	4.53656635976533	0.0156055879608073	0.0455526037309268	1.52035541306507	0.445382009208512	0.866756271710526	3.55404913445222	0.0355010909252757	0.115935293854428	1.27645009625466	0.653680270751209	0.850176784386114	6.89719322179812	0.00383275792988181	0.0132518666999982	5.71280918793777	8.19254098332807	7.97356453096468	8.55324874828746	8.25678720338826	7.93851602201041	5.4272840921349	5.28698999453478	5.67624973560804	5.75231382557696	8.53170954267033	8.65130274088867
"MCA_RS00840"	"WP_010959535.1"	NA	"DUF502 domain-containing protein"	6.12997405480558	19.986352166802	9.28463231964758e-05	0.00361029356737065	-1.01735800688829	0.863350352768329	0.920401272388873	1.70376261436112	0.000199464482578974	0.00578598751630056	1.10997221026929	0.3083274460777	0.772540350856616	1.92395538773291	3.38280142798784e-05	0.0026307786489967	-1.12923911554096	0.239233914144577	0.537877288065607	1.8911291548366	4.29415075653038e-05	0.00165259113027875	6.44519876608934	6.45686173726361	6.34605201526371	6.29695984005185	6.33037575020139	6.54629457551233	5.42351100639046	5.56232517063489	5.43005030181841	6.0910509807603	6.2620563403819	6.36895217329872
"MCA_RS00845"	"WP_010959536.1"	NA	"ATP-binding cassette domain-containing protein"	5.94951428886089	3.25477293179961	0.0635508885209383	0.114120689688577	-1.02130564402918	0.899057489210932	0.942239586999571	1.22595041168712	0.2357002740964	0.346860228692083	1.2409944164364	0.210599803287216	0.701151705126373	1.55381197175925	0.0201604340765619	0.0845257174702434	-1.26743460171519	0.172442561530771	0.455590844183648	1.52139761573163	0.0254171674174948	0.0556608438824994	6.0361899101218	6.37670363041667	6.19175276847301	5.80530215367475	6.24891180904482	6.45918829670258	5.65672992857759	5.38160581587909	5.65887476726192	6.17698836710978	5.39971919919995	6.00220481986871
"MCA_RS00850"	"WP_143708431.1"	"fetB"	"iron export ABC transporter permease subunit FetB"	4.67906834287062	1.82119588822118	0.201558262122605	0.274014437031762	-1.02027245124564	0.88986720492467	0.936399480158338	1.12466793169447	0.424405377591329	0.549986195494644	1.16136011658659	0.313485953048596	0.777477749167338	1.33262323057001	0.0675340889209351	0.165556329666626	-1.18490373292872	0.256094985183401	0.558370540288072	1.30614448027389	0.0859834159798996	0.148006640560179	4.46546822843937	4.99803513169189	5.08969661244407	4.79056626534907	4.68528374855684	4.99048658568255	4.51274503804124	4.35884271526255	4.43880537436259	4.72511333602774	4.43947935172596	4.65429772686361
"MCA_RS00855"	"WP_041360561.1"	NA	"aminotransferase"	8.79259833198364	8.69486519144825	0.00305543929841749	0.0175114007113026	1.0051362840457	0.987471349836123	0.99230736116301	1.19786705438467	0.582698164254988	0.69634496934018	2.87762696321946	0.00690533472454404	0.166659396820559	3.42940016071781	0.00263570390308352	0.0342294271673404	-2.86292218169356	0.00710492122637798	0.106153823052238	3.44701453404961	0.00256372110690793	0.0102708922524305	8.82301448707079	9.87579603302284	10.1450246650199	8.84206714372216	9.4034676114215	10.6204738087702	7.85527639904182	7.88164453007053	7.77304548963717	8.70486359230377	7.56075172692708	8.025754496796
"MCA_RS00860"	"WP_010959539.1"	NA	"lipoprotein"	5.00551947152407	3.55439866062757	0.0511939980718638	0.0983975894499131	1.34600170054668	0.0317886986374109	0.187319303464845	1.18257420159694	0.192826967452331	0.297176926973029	1.22761244213904	0.11787968624636	0.576437433543045	1.07855941269867	0.544319313736583	0.666472494777988	1.0964386269997	0.462292047409738	0.728001962509728	1.45174280363304	0.0104040563197272	0.0276178675139937	4.74605985143859	5.08640615077587	4.84479268056311	5.21866088317936	5.35552364409131	5.38911485348395	4.85566487748817	4.85192266088961	4.642354194752	4.83393158580684	5.01467264011116	5.22712963570885
"MCA_RS00865"	"WP_010959540.1"	NA	"MCE family protein"	6.86778931531958	1.32894790742909	0.314713836365653	0.390240010505734	1.08395314934605	0.529756989299121	0.706265032327136	1.11397309032692	0.403561835490663	0.529871448936442	1.14298254228425	0.305122890475134	0.772126931320947	1.17463729459735	0.221677396439777	0.363627660033447	-1.05445751319955	0.677765420810371	0.865739076685385	1.27325179481812	0.0778697422949937	0.136691008284889	6.63764772316081	7.18623145947286	6.92379919856791	6.83292161413063	7.22446191213682	7.03920206043343	6.65815149409062	6.79995772311015	6.59292311677659	6.66168071768292	6.81440987077861	7.04208489349365
"MCA_RS00870"	"WP_010959541.1"	NA	"ATP-binding cassette domain-containing protein"	6.74086528114008	0.790089360305536	0.524318396175094	0.597392071975605	-1.1676526787502	0.255677867559661	0.476333521073987	-1.10167910345664	0.469475994766397	0.594042841938458	1.02695463951587	0.840726645096314	0.963587069987959	1.08845337269561	0.52547759093563	0.654802884287323	-1.19912633578566	0.187662464931971	0.477698590958836	-1.07276315921411	0.597698949591071	0.693769963302609	6.54878411173834	6.9453815059025	7.18433608227287	6.88101201751296	6.56957808574161	6.55707798246645	6.73436872467334	6.77956758811283	6.79772656764049	6.69978521506143	6.79736304411117	6.39540244844692
"MCA_RS00875"	"WP_010959542.1"	NA	"ABC transporter permease"	8.27300659631124	1.88627182063687	0.19038573002567	0.261877514361839	-1.04653753699249	0.734340771977785	0.840536335956051	1.06045851141916	0.661998287790171	0.758821166616624	1.17509203605098	0.242666615170743	0.740450547095436	1.30412846787889	0.0670231775128072	0.164600240806756	-1.22977792514829	0.141777588353313	0.423333417473324	1.24613635133113	0.1203310588005	0.193923539501549	7.98439203375212	8.69129258401211	8.70366607265634	8.46068731645698	8.3017567807006	8.42003441683368	8.01596291256411	8.10213566337258	8.11199413113881	8.05406440982976	8.3094994496721	8.12059338474569
"MCA_RS00880"	"WP_036246212.1"	NA	"efflux transporter outer membrane subunit"	7.03473656985396	8.68259435776384	0.00307165750264751	0.0175218952411238	-1.69442893609651	0.0256579055327374	0.17002209179316	-2.0586765740713	0.00471047251977001	0.0215129145629392	-1.32760647564004	0.193306262657483	0.682997744441624	-1.61299910120859	0.0393303372162851	0.123378796176423	-1.27630360892871	0.257987682727321	0.559426812466838	-2.7331123509855	0.000459836080252125	0.00455170830383347	7.62145451106031	7.12611596567964	6.6739080259701	6.91188603524805	6.48681166984862	5.74038340209193	7.83376024238473	7.85134250121626	7.80561266290542	6.81913968424807	6.96977752766779	6.57664660992662
"MCA_RS00885"	"WP_010959545.1"	NA	"efflux RND transporter periplasmic adaptor subunit"	7.13155247209179	1.92366130667768	0.184286675033046	0.2557282888681	-1.22920159477548	0.130792212237731	0.333916481243297	-1.05835438416307	0.662334885791115	0.758920177032282	-1.25497071035812	0.0998323052123842	0.554535891327181	-1.08054184028809	0.55241113007263	0.672336660317129	1.02096410848486	0.872586887570777	0.949161715863011	-1.32820375330376	0.0462455972811942	0.0888864997172764	7.46088367379852	7.21773221124835	6.83306737417213	6.96114981406429	6.86220327500463	6.79516553872539	7.41013644163251	7.25158477962816	7.1852268480928	7.06992602465514	7.0657255201504	7.46582816392921
"MCA_RS00890"	"WP_010959546.1"	NA	"efflux RND transporter permease subunit"	7.95392367644487	6.70557146471896	0.00775504813576332	0.0281352404255624	-1.2457658850809	0.225859460743252	0.448025993743809	-1.83348850290299	0.00463885839473649	0.0213610693625639	-1.1073790050734	0.563554007874994	0.916015398425721	-1.62981399512828	0.015745350171393	0.0752057434170631	-1.12496794627087	0.505994819135361	0.752295238449779	-2.03036667415822	0.00165899231999691	0.00803789729480933	8.55419756192197	7.69648224887486	7.44774837459522	7.72004494599309	7.62250960326364	7.40477472519361	8.60163204360536	8.68986920026012	8.52104891412585	7.63366229279533	7.95007323775362	7.60504096895579
"MCA_RS00895"	"WP_017366028.1"	NA	"hypothetical protein"	7.85430312075342	1.18066946428933	0.361542922065302	0.437923195936127	-1.11952780624861	0.731149707387908	0.838403426278837	-1.62280917242869	0.15887097817266	0.257264109342059	-1.05708557379168	0.865559486823635	0.967303419072808	-1.5322961659518	0.209723630433438	0.351107073458208	-1.05907017748143	0.861069059135658	0.945653688269967	-1.71544816519118	0.120175261575958	0.193878493808447	8.9754773488635	7.26408098504243	7.04584606330126	7.40340440821015	7.18352443845124	8.20980446591501	8.39221552514529	8.28975306999362	8.45052131759324	8.24105463639253	7.50891733432887	7.28703785580392
"MCA_RS00900"	"WP_017366029.1"	NA	"hypothetical protein"	7.53414274596411	4.34222973378346	0.0300356629619443	0.0668365119321916	-1.45320168482064	0.0893127456000034	0.279109242875597	1.30534567730481	0.210941994325669	0.319893534394876	1.07869217891526	0.712886453179662	0.948719373876653	2.04620413478205	0.00440117692467123	0.0424974513023342	-1.56755729180251	0.0466248318686277	0.270323712049471	1.40806617288955	0.116040001422999	0.188611642184328	8.14797898237692	8.2625277669215	7.85744888495283	7.06351990285627	7.75834995299394	7.82838094788183	7.29353587432905	6.92910840524705	6.94646111657061	7.749857810355	6.78011238191201	7.79243092517234
"MCA_RS00905"	"WP_010959549.1"	NA	"YbdD/YjiX family protein"	4.33465271038593	5.06420660203899	0.019172830116565	0.0491557005439913	-1.40246479287003	0.105836128769276	0.303403571415137	-1.54234612346279	0.0453319297178686	0.0997039469429264	-1.36543669909598	0.133000268300349	0.596294291165566	-1.501624861024	0.0578089254054183	0.150890250219134	-1.02711813282781	0.891673401191189	0.958004047400948	-2.10597599968451	0.00256687646796648	0.0102708922524305	4.25300223171225	4.21517291543996	4.49081465988509	4.45021310007232	3.65437789897968	3.39050514529991	4.82596011622229	4.92800260531885	4.96460040806486	4.62149398429733	4.20313506877862	4.01855439055997
"MCA_RS00910"	"WP_010959550.1"	NA	"FAD-binding protein"	7.42761708369257	5.07493622490897	0.0190502786630254	0.0489656738855558	-1.21092617925513	0.0985821449332977	0.293126655198532	-1.27095319077884	0.0450463734087536	0.0994097655567865	-1.18792548205182	0.132736081592714	0.596294291165566	-1.2468123224076	0.061721459414083	0.156984460140363	-1.01936207072819	0.859804692176541	0.945653688269967	-1.50979768182125	0.00254560433173002	0.0102398115890413	7.39054363984109	7.4535275215401	7.42792997296677	7.45246410675249	7.0834361636158	6.90776811050658	7.71492474764495	7.70557354274945	7.80623579941829	7.49936076462037	7.27427765240941	7.41536298224559
"MCA_RS00915"	"WP_010959551.1"	NA	"phosphoheptose isomerase"	7.35626897416023	2.16757415587493	0.149569957698627	0.217471563614542	-1.16202006754849	0.181081256625484	0.396899387743149	-1.00801092723622	0.940879634470434	0.959226761843518	-1.25619360872585	0.0528751747619091	0.45174761986724	-1.08970311243537	0.431313831018339	0.576838856750334	1.08104295597582	0.474192092492416	0.734421499065273	-1.26625688431995	0.0463096914299554	0.0889533211570962	7.35098892039444	7.33660984215087	7.36641516291269	7.42897681254252	6.96105276040103	7.01407940161577	7.52419290653785	7.41099120091548	7.49063520495859	7.37811953170674	7.38065390418416	7.63251204160262
"MCA_RS00920"	"WP_010959552.1"	NA	"YraN family protein"	7.09297862991825	1.10205759974073	0.389400712110356	0.464798252589811	-1.15536152490555	0.148362635005915	0.356515523271487	-1.08869140482395	0.37997393504253	0.505687119343569	-1.04588302618641	0.638642858169338	0.939540348582917	1.01468208314896	0.878175239451622	0.914665350706308	-1.10467566255314	0.306863222007866	0.60144200805375	-1.1386438610604	0.189794757641241	0.281490220012658	7.0553113940418	7.2696838967021	7.23368683781363	6.99127613967485	6.93989330256943	7.00247961560367	7.19184770492927	7.06491827899519	7.23883281139492	7.21782700976073	6.91582844940511	6.99415811812825
"MCA_RS00925"	"WP_010959553.1"	NA	"ABC transporter substrate-binding protein"	8.87766088798517	1.61534108316688	0.242117977171554	0.315846806348956	1.20728960476973	0.106983192596274	0.304992420336037	1.02909808224205	0.794208261471355	0.855106019539447	1.19554086696375	0.124276215207597	0.586772171583092	1.01908341509249	0.863381428470903	0.907358237197592	1.00982713191211	0.929033423530625	0.970786478220315	1.2303288134344	0.079595192432636	0.138839227901545	8.86693162800637	8.83367625447853	8.73841878799457	8.86073141451533	9.13809224548138	9.25551838486456	8.75812086762524	8.81304924858576	8.78604011826091	8.63933442374302	8.7552704439096	9.08674683835678
"MCA_RS00930"	"WP_010959554.1"	"rsmI"	"16S rRNA (cytidine(1402)-2'-O)-methyltransferase"	6.6554905166927	3.49668717327031	0.0533386212110412	0.100983794090567	-1.06757704657667	0.584827499684482	0.741386667491232	-1.42488973167002	0.0110936136781501	0.0359860216960739	1.06941738594732	0.575118961972596	0.922947116364593	-1.24805805847787	0.082925875776912	0.188855381645239	-1.14168545444738	0.278296023838897	0.576614372368123	-1.33239813602602	0.0311182593138717	0.0646533266073169	6.75324792447204	6.52696309453954	6.66062581045125	6.23039322922943	6.67495729994216	6.75246572343875	7.07043098640726	6.87099030846363	6.95847068029301	6.45834816046763	6.3022479695344	6.60674501307329
"MCA_RS00935"	"WP_010959555.1"	NA	"polysaccharide deacetylase family protein"	7.8873527726212	1.7753117186857	0.209884725886431	0.283428483354205	-1.04845771993726	0.681767765740923	0.807506687641092	1.13217881663554	0.292812250284481	0.413069560517595	1.07436958097153	0.536272699527943	0.903202058158732	1.27532140857455	0.0533010866944033	0.144902471924302	-1.12643108123536	0.312066166560517	0.606132015728747	1.21637848081357	0.109140168525981	0.179513086301139	7.68124429580272	8.185333359886	8.23864712360661	7.8492796368232	8.04904837401073	8.00209071482088	7.66865705759107	7.65846386802817	7.72552120390333	7.83213100584339	7.76815554334599	7.98966108779231
"MCA_RS00940"	"WP_017366035.1"	NA	"DUF4156 domain-containing protein"	6.90070485901667	6.29567596480762	0.00959408620674491	0.0318368309245703	1.13460344609209	0.349503825588998	0.563895762762089	1.58811578197598	0.00432757353200639	0.0204459268922561	1.03945466473408	0.770202215011912	0.957027452209874	1.4549350818548	0.0144141759474646	0.0732937965021611	1.09153721137262	0.511953620633499	0.755031957334522	1.65077435771274	0.00257136233585952	0.0102752858559445	6.63318312493458	7.08658598149829	7.15664945896734	7.05835470965816	7.16805181613836	7.19657649253241	6.40857693195662	6.41285054274584	6.43212674299927	6.76519572868419	7.10172014815738	7.38858662992767
"MCA_RS00945"	NA	NA	NA	5.73119309245308	8.47778555184002	0.00335794190403862	0.0185851054652356	1.49260878905674	0.00244941231142877	0.105485021005148	1.34818869123591	0.0140887053126373	0.0421410682576221	-1.04398930587691	0.682644230151579	0.945376292229425	-1.15582308601375	0.185472442157411	0.321634029195784	1.55826761363312	0.00120210366155422	0.0350575038989803	1.29138170635137	0.0298166947381201	0.0628887587904855	5.28019782153681	5.27371391040681	5.56964277211517	5.83379603538057	5.92203033238817	6.10123639550979	5.60935617858541	5.53264091823945	5.60831918086295	6.00056666217827	6.08569371860907	5.95712318362443
"MCA_RS00950"	"WP_143708432.1"	NA	"hypothetical protein"	7.81997680235224	1.90911012612432	0.186633398538411	0.258003235080675	-1.13855039735486	0.674453947636481	0.803463795436547	2.01658983515431	0.0397049775780761	0.0912034492549015	-1.62115518615159	0.13644989363257	0.600683371285161	1.4162673491901	0.271667634395355	0.41910881745733	1.42387652748438	0.264762360841954	0.566707297412594	1.24392152730389	0.483110197518003	0.59059783517618	8.09241583526015	7.48337000005848	8.01874537282422	7.78715003478213	7.37851376559586	7.8672729486121	7.19821056105519	7.69367762468683	7.19636213515548	9.63205451608707	7.83650513836816	7.65544369574123
"MCA_RS00955"	"WP_143708433.1"	NA	"hypothetical protein"	8.1285952557659	1.17474729339035	0.363564760370623	0.440196374532574	1.2843031492707	0.363174554876539	0.577310495251857	-1.13172229333805	0.648128936157061	0.748581516894275	-1.10761011878267	0.705784286348238	0.948719373876653	-1.60988306961125	0.0984481977775225	0.211020059264471	1.42250716371668	0.208488665497467	0.497700099939232	-1.25350706375316	0.409922045784891	0.519337328682362	8.38748779944933	7.46608782892799	7.3649269373667	7.63239017897021	7.70169126877257	8.96737845512196	8.46123991772378	8.45229144733243	8.3658389159841	8.77202328583336	7.90431241098602	8.06747462272232
"MCA_RS00960"	"WP_017366039.1"	NA	"hypothetical protein"	9.61037388650355	1.52709560665572	0.26226851434416	0.335920778718681	1.36809537415373	0.381830806992627	0.594890165099676	-1.00893865703685	0.979827566540113	0.987689480555032	-1.36339708309193	0.386894965002817	0.823864830923274	-1.88193013728908	0.0932257093285415	0.202930692671771	1.86525724251275	0.097352864116529	0.365434699090882	-1.37558402202273	0.373890441959182	0.484205683374124	9.67365163809882	8.7776356605558	8.68201699294915	8.9210202523055	8.99825214922654	10.5705383154414	10.2338509155818	9.70464339958898	9.93144919252806	10.8884071358232	9.62892821623328	9.31409276971002
"MCA_RS00965"	"WP_010959562.1"	NA	"RtcB family protein"	7.3635870930271	4.18479638309396	0.0332849600486272	0.0718528710515918	1.12369151710382	0.345835594259886	0.56302703026851	1.44109571218325	0.0103617094460611	0.0344595008222625	-1.0042193228601	0.972270551737312	0.99189256085411	1.27707719586599	0.0632602822901332	0.159226917996659	1.12843273440963	0.329424583853896	0.623685869431252	1.43504081168135	0.0110408030700523	0.0288928004413017	6.96700872488913	7.65828106671757	7.47318094757536	7.55718069651901	7.48437111051749	7.56165702860645	7.03377719451237	6.93762765709722	7.06852868349136	7.63655419957203	7.49882941917919	7.486048387648
"MCA_RS00970"	"WP_010959563.1"	NA	"archease"	5.40037835344661	0.282420259254284	0.837054283485442	0.871835728644006	1.09716040837788	0.594014565408007	0.75011986482309	-1.05820191520648	0.743996410058622	0.819142646812461	1.16568980855781	0.383533035148647	0.822242159438226	1.0040245423933	0.981455765052126	0.987642778833145	-1.06246069367491	0.726622070709705	0.886502309116064	1.10157597695365	0.57835492596345	0.677278181639823	5.46069213588752	5.42196909748449	5.28804597904281	5.05887425709626	5.66599099167369	5.84716536708494	5.52999032724594	5.19760195814853	5.42573132207353	5.28394979885406	4.93461112150477	5.68991788526278
"MCA_RS00975"	"WP_017366042.1"	NA	"CDP-archaeol synthase"	4.72161546130424	1.95192685637095	0.179823844658271	0.251107606283856	1.19329359492211	0.501629089156667	0.684899962277663	1.71531000863672	0.0574411048300734	0.119083302084493	-1.01348258358944	0.958953982458089	0.989288241086866	1.41833566052475	0.196809740136583	0.335916680829631	1.2093822755624	0.47050317373423	0.73423265656805	1.6924908591538	0.0629199314158263	0.114478795431434	4.55000348899596	4.89486024629136	4.70121735926503	4.49677780133118	5.14857502179358	5.26557540260689	4.23774968352217	4.32893230192197	4.06680211405199	5.82712820986441	4.13529229037139	5.00647161563489
"MCA_RS00980"	"WP_026046037.1"	NA	"metallophosphoesterase"	7.26737610336949	8.03136925386841	0.00409860213468613	0.020180292653414	-1.01606181594237	0.898819381822722	0.942239586999571	1.68335209272239	0.00136003110001251	0.0111185291815039	-1.05805588804006	0.653889119782003	0.945376292229425	1.61654011242282	0.00238530147212332	0.0325883755177929	1.04133023349445	0.747068714330055	0.897236659440604	1.59098598831166	0.00298571492626136	0.0112632753375009	7.16839720245152	7.59943019256031	7.52740328384777	7.2547821439467	7.3810482061612	7.59043579907321	6.79731572069118	6.61979027160935	6.79939676681078	7.46495746277128	7.24892126570841	7.75663492480221
"MCA_RS00985"	"WP_010959566.1"	NA	"hypothetical protein"	6.46214923444734	7.11565191223952	0.00631687922970546	0.0255454596049289	-1.0213386556092	0.889994079596364	0.936399480158338	1.65846165030577	0.00602077148003049	0.0246247834860815	1.06939499419068	0.661592618264571	0.945376292229425	1.81139577207343	0.00214932903206045	0.0312918812132642	-1.09221444568191	0.566242839942952	0.798394610993647	1.7735505868942	0.00274156822447729	0.0106741674259815	6.90478134885245	6.69305892865528	6.54972186566022	6.35006056372047	6.8112449570318	6.89487267874064	6.21916341883338	5.65650736167653	5.70058597664879	6.85880929261697	6.40845125721995	6.4985331637116
"MCA_RS00990"	"WP_010959567.1"	NA	"nucleotide pyrophosphohydrolase"	5.61524215267527	1.8963299150109	0.188722679319508	0.260179948352758	1.17996137827136	0.219201768036925	0.441103543627701	1.18801062494206	0.202129361361082	0.308845517888243	1.13690736232435	0.334057990131086	0.791482320994904	1.1446629109123	0.310201363263733	0.462502087841793	1.03786941431972	0.775220541371489	0.909572109083066	1.35065802601618	0.037366258525272	0.0752036244904778	5.62859100102397	5.59261390249909	5.55144022857171	5.73042149354789	5.91295175211252	5.84549080344591	5.41593510194217	5.47625601121016	5.29568560394594	5.57794728208328	5.32555758093722	6.03001507078337
"MCA_RS00995"	"WP_010959568.1"	"hflD"	"high frequency lysogenization protein HflD"	6.53797010672654	3.45925737823601	0.0547857319088307	0.102908302443208	1.16005242723976	0.150135079484733	0.358086336177134	1.27434473418209	0.0281696849875838	0.070262051453406	1.03969870524698	0.692769080809232	0.948608858733364	1.14213335454156	0.193560217155145	0.331822473777882	1.11575826860743	0.277964476056636	0.576614372368123	1.32493457016742	0.0136491138315272	0.0341847747737588	6.37518497175312	6.5921394224038	6.51122337793582	6.87514885534709	6.67413086319637	6.57183807687408	6.3296319707353	6.27398675136069	6.2997357247674	6.53907553502193	6.64256075338468	6.77098497793825
"MCA_RS01000"	"WP_010959569.1"	NA	"SelT/SelW/SelH family protein"	7.34475588679804	8.69139119221179	0.00306002056610299	0.0175114007113026	1.17670361093503	0.195347206384071	0.414327326547474	1.54470923278065	0.00359787471076297	0.0185269168043193	1.14519022060296	0.275013754356919	0.757244319995187	1.50334025545297	0.00538566417567805	0.0469388489794009	1.02751804002961	0.822290409095794	0.925028348435975	1.76898590705551	0.000524839933787846	0.0046818809387604	7.05364183205549	7.62642891676261	7.58988956658411	7.52789568539867	7.70755929422069	7.73875827257459	6.91485318300758	6.74398611385334	6.84660629157939	7.44530072809103	7.34308651399754	7.5990642434514
"MCA_RS01005"	"WP_050738229.1"	"nifB"	"nitrogenase cofactor biosynthesis protein NifB"	3.9731489171054	8.85092917706271	0.00285773446694982	0.0171052195078124	1.0273615313949	0.931782953071476	0.960604247677018	-1.00206211946591	0.994786906739013	0.996631439632506	-3.02929799595335	0.00420097428172415	0.146454655131832	-3.11860192385254	0.00356306011477962	0.0385955761718807	3.11218422817413	0.00360481125989421	0.0696394430016505	-3.03554477031884	0.00415209029986806	0.0140707149491618	3.35357820883474	3.17647184571786	2.90106857098608	3.10336387973224	3.16876651879033	3.27582010528666	5.19693464797286	4.6696063245069	4.4872758849663	3.55392313896251	5.14328653268476	5.6476913468236
"MCA_RS01010"	"WP_010959572.1"	NA	"ferredoxin"	1.74550812226789	7.16569705224719	0.00616383756249245	0.0251953090660911	-1.38251663976233	0.425206190063839	0.632129472836754	1.55030456770761	0.286176595344275	0.405447485041802	-4.97384422810368	0.00175614568437449	0.095114104655497	-2.32062403567066	0.0544338783633511	0.145975201658748	3.59767404243231	0.00742413942721779	0.109841048208544	-3.20830134394711	0.0125131175656147	0.0320272452122442	0.956576746363783	0.898000384298349	1.43623690092265	0.733434163522253	0.77193647209032	0.383552862097228	2.33411012003435	2.3649515074375	2.23529083582874	1.51524692953837	3.32350345485515	3.99325709022599
"MCA_RS01015"	"WP_010959573.1"	NA	"iron-sulfur cluster assembly accessory protein"	2.24654966796174	5.19566335451977	0.0177329386863318	0.0465662363944974	-1.01289092128079	0.963554501703391	0.978480298474812	1.50202278247896	0.165720490559534	0.264403076205717	-2.50565090910301	0.00645406813396428	0.166659396820559	-1.6469536073707	0.0959228632628912	0.207243122756047	2.47376183995671	0.00701154598671884	0.105801089441384	-1.66818435667643	0.0886806085622742	0.151747486484447	1.46525291981823	2.0639172213733	1.70445807937921	1.57395996778892	1.77979592843421	1.82443587044116	2.37375582229227	2.38169816681102	2.63757398161674	2.20532653022425	3.40498852387989	3.54343300348166
"MCA_RS01020"	"WP_041360571.1"	NA	"hypothetical protein"	3.65306806981135	3.41255259277214	0.0566562675172873	0.105630054267117	-1.08002720284829	0.748734648401551	0.852124648631109	1.06600077691801	0.790146733003968	0.852285492266808	-1.81485336822607	0.0273472695111939	0.33445269527198	-1.57633793213884	0.0782247226106004	0.182504295136885	1.68037746034532	0.0488506163818377	0.276941905581521	-1.70248784759157	0.0443029450389609	0.0861351489122875	3.12253325480083	3.7657052370002	3.1002448131792	2.77428777391344	3.51363995127721	3.36735262895646	3.94320174875284	3.86731197882368	4.14770012739371	3.45254530026792	4.1653667979758	4.61692722539492
"MCA_RS01025"	"WP_010959575.1"	NA	"hypothetical protein"	4.29471764928058	3.21052514796875	0.0656571563721546	0.117071225912254	-1.04592393152393	0.846679899830878	0.90971567480605	1.04864220873903	0.837953274054934	0.887089801119936	-1.71904287614467	0.0359496969639641	0.368262076013506	-1.56732577022754	0.0731119835977133	0.174880635845319	1.64356395750502	0.0509099100093932	0.281200921886991	-1.63930353157516	0.0519363815399813	0.0980929025446741	3.6353693082883	4.47731225196293	3.79620532910527	3.62513798093564	4.17026217966037	3.91915293768808	4.45662027568786	4.64554074889311	4.75164109452875	3.98631284564217	4.93710365413092	5.13595318484352
"MCA_RS01030"	"WP_010959576.1"	NA	"nitrogen fixation protein NifZ"	3.18633493450073	1.63459323136015	0.237957000787954	0.312029218932065	1.03247892804284	0.894430366737954	0.939012565703086	1.12359349042662	0.630255949212517	0.736148120625481	-1.49298840415133	0.116657779443469	0.576437433543045	-1.37191883028199	0.206168721387627	0.347157712049167	1.54147906709855	0.0931032465401249	0.364353247395044	-1.32876206285642	0.252487420029504	0.355687108662093	2.5829219028817	3.26328575057463	2.86783007792728	2.66072396897474	3.18277961809326	3.00887115786482	3.31607091944988	3.22209611957934	3.54445607286224	3.1368194047387	3.21265931692589	4.23750490413634
"MCA_RS01035"	"WP_010959577.1"	NA	"nitrogen fixation protein NifZ"	2.75310465593837	0.582744768494406	0.638572678823647	0.703775775752951	1.05258812022308	0.831025237040707	0.901480148977032	1.04438090256021	0.8564845451388	0.901046696290663	-1.23387671395108	0.389416146775762	0.826687449524743	-1.24357307543731	0.372617993191228	0.525406961110644	1.2987639709248	0.288797583550766	0.585632621440438	-1.18144319847896	0.491943212120831	0.599463142773195	2.34157244846164	3.10931473928052	2.23424810091273	2.27784780301337	2.66892818375483	2.96018235412414	2.86596012174357	2.84120911531098	2.92143991075074	2.80790479326003	2.64531125883686	3.36333704181098
